symbol,company_name,isin,sector,sector_id,industry,industry_id,industry_exposure_weight,sector_exposure_weight,classification_confidence,classification_source,classification_rationale,primary_business,business_description,effective_from,effective_to,last_verified,market_cap,index_membership
TRIGYN,Trigyn Technologies Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Trigyn Technologies Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
TRITONV,Triton Valves Limited,,CAPITAL GOODS & MACHINERY,SEC_CAPITAL_GOODS_MACHINERY,Pumps & Compressors,IND_PUMPS_COMPRESSORS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Pumps & Compressors' based on core economic business exposure: Industrial centrifugal water pumps, rotary screw air compressors and valves.","Industrial centrifugal water pumps, rotary screw air compressors and valves.","Triton Valves Limited specializes in industrial centrifugal water pumps, rotary screw air compressors and valves.",2024-01-01,9999-12-31,2026-08-23,555.62,NSE BROAD MARKET (EQ)
TRITURBINE,Triveni Turbine Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Triveni Turbine Limited specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,23318.75,NSE BROAD MARKET (EQ)
TRIVENI,Triveni Engineering & Industries Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Auto Engine Components,IND_PRECISION_AUTO_ENGINE_COMPONENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structural stampings.","Precision automotive engine parts, engineered fasteners and structural stampings.","Triveni Engineering & Industries Limited specializes in precision automotive engine parts, engineered fasteners and structural stampings.",2024-01-01,9999-12-31,2026-08-23,94408.25,NSE BROAD MARKET (EQ)
TROM,TROM,,RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,Solar PV & Green Hydrogen,IND_SOLAR_PV_GREEN_HYDROGEN,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'RENEWABLE ENERGY' and Industry 'Solar PV & Green Hydrogen' based on core economic business exposure: Solar PV EPC projects and renewable energy systems.,Solar PV EPC projects and renewable energy systems.,TROM specializes in solar pv epc projects and renewable energy systems.,2024-01-01,9999-12-31,2026-08-23,50.0,NSE EMERGE (SME)
TRU,TruCap Finance Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","TruCap Finance Limited specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
TRUALT,TruAlt Bioenergy Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","TruAlt Bioenergy Limited specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,13531.62,NSE BROAD MARKET (EQ)
TRUST,TRUST,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Stockbroking & Wealth Management,IND_STOCKBROKING_WEALTH_MANAGEMENT,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Stockbroking & Wealth Management' based on core economic business exposure: Trust Investment Advisors - Fixed income securities broking, debt syndication and merchant banking","Trust Investment Advisors - Fixed income securities broking, debt syndication and merchant banking","TRUST specializes in trust investment advisors - fixed income securities broking, debt syndication and merchant banking",2024-01-01,9999-12-31,2026-08-23,50.0,NSE EMERGE (SME)
TSFINV,TSF INVESTMENTS LIMITED,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","TSF INVESTMENTS LIMITED specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,2992.12,NSE BROAD MARKET (EQ)
TTKHLTCARE,TTK Healthcare Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,TTK Healthcare Limited specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,4711.62,NSE BROAD MARKET (EQ)
TTKPRESTIG,TTK Prestige Limited,,REAL ESTATE,SEC_REAL_ESTATE,Residential Real Estate,IND_RESIDENTIAL_REAL_ESTATE,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'REAL ESTATE' and Industry 'Residential Real Estate' based on core economic business exposure: Luxury and affordable residential housing townships.,Luxury and affordable residential housing townships.,TTK Prestige Limited specializes in luxury and affordable residential housing townships.,2024-01-01,9999-12-31,2026-08-23,6473.5,NSE BROAD MARKET (EQ)
TTL,T T Limited,,TEXTILES,SEC_TEXTILES,Cotton Spinning & Yarns,IND_COTTON_SPINNING_YARNS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'TEXTILES' and Industry 'Cotton Spinning & Yarns' based on core economic business exposure: Cotton yarn, innerwear and casual knitwear.","Cotton yarn, innerwear and casual knitwear.","T T Limited specializes in cotton yarn, innerwear and casual knitwear.",2024-01-01,9999-12-31,2026-08-23,609.75,NSE BROAD MARKET (EQ)
TTML,Tata Teleservices (Maharashtra) Limited,,TELECOM,SEC_TELECOM,Optical Fiber & Telecom Infrastructure,IND_OPTICAL_FIBER_TELECOM_INFRASTRUCTURE,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'TELECOM' and Industry 'Optical Fiber & Telecom Infrastructure' based on core economic business exposure: Enterprise cloud connectivity, IoT smart solutions and leased lines.","Enterprise cloud connectivity, IoT smart solutions and leased lines.","Tata Teleservices (Maharashtra) Limited specializes in enterprise cloud connectivity, iot smart solutions and leased lines.",2024-01-01,9999-12-31,2026-08-23,5917.88,NSE BROAD MARKET (EQ)
TUNWAL,TUNWAL,,AUTOMOBILE,SEC_AUTOMOBILE,Electric Vehicles (EV),IND_ELECTRIC_VEHICLES_EV,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'AUTOMOBILE' and Industry 'Electric Vehicles (EV)' based on core economic business exposure: Tunwal E-Motors - Indigenous design and manufacturing of electric 2-wheelers and green commuter scooters,Tunwal E-Motors - Indigenous design and manufacturing of electric 2-wheelers and green commuter scooters,TUNWAL specializes in tunwal e-motors - indigenous design and manufacturing of electric 2-wheelers and green commuter scooters,2024-01-01,9999-12-31,2026-08-23,156.3,NSE EMERGE (SME)
TURTLEMINT,Turtlemint Fintech Solutions Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","Turtlemint Fintech Solutions Limited specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,35581.38,NSE BROAD MARKET (EQ)
TUTIALKA,Tuticorin Alkali Chemicals & Fertilizers Limited,,FERTILIZERS,SEC_FERTILIZERS,Fertilizers & Soil Nutrients,IND_FERTILIZERS_SOIL_NUTRIENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FERTILIZERS' and Industry 'Fertilizers & Soil Nutrients' based on core economic business exposure: Nitrogenous urea, complex phosphatic NPK fertilizers and specialized soil plant nutrients.","Nitrogenous urea, complex phosphatic NPK fertilizers and specialized soil plant nutrients.","Tuticorin Alkali Chemicals & Fertilizers Limited specializes in nitrogenous urea, complex phosphatic npk fertilizers and specialized soil plant nutrients.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
TVSELECT,TVS Electronics Limited,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Television Broadcasting & OTT,IND_TELEVISION_BROADCASTING_OTT,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'MEDIA & ENTERTAINMENT' and Industry 'Television Broadcasting & OTT' based on core economic business exposure: Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","TVS Electronics Limited specializes in linear satellite tv broadcast channels, cable distribution, fm radio and digital ott streaming.",2024-01-01,9999-12-31,2026-08-23,676.12,NSE BROAD MARKET (EQ)
TVSHLTD,TVS Holdings Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","TVS Holdings Limited specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,3689.5,NSE BROAD MARKET (EQ)
TVSMOTOR,TVS Motor Company Limited,,AUTOMOBILE,SEC_AUTOMOBILE,Passenger Vehicles (Cars & SUVs),IND_PASSENGER_VEHICLES_CARS_SUVS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'AUTOMOBILE' and Industry 'Passenger Vehicles (Cars & SUVs)' based on core economic business exposure: Automotive vehicle assembly and OEM production.,Automotive vehicle assembly and OEM production.,TVS Motor Company Limited specializes in automotive vehicle assembly and oem production.,2024-01-01,9999-12-31,2026-08-23,663544.67,NIFTY NEXT 50
TVSSCS,TVS Supply Chain Solutions Limited,,LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,Integrated Supply Chain & 3PL,IND_INTEGRATED_SUPPLY_CHAIN_3PL,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","TVS Supply Chain Solutions — integrated supply chain management, 3PL warehousing, freight forwarding, industrial services (TVS Group)","TVS Supply Chain Solutions Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,3220.88,NSE BROAD MARKET (EQ)
TVSSRICHAK,TVS Srichakra Limited,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Television Broadcasting & OTT,IND_TELEVISION_BROADCASTING_OTT,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'MEDIA & ENTERTAINMENT' and Industry 'Television Broadcasting & OTT' based on core economic business exposure: Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","TVS Srichakra Limited specializes in linear satellite tv broadcast channels, cable distribution, fm radio and digital ott streaming.",2024-01-01,9999-12-31,2026-08-23,18517.0,NSE BROAD MARKET (EQ)
TVTODAY,TV Today Network Limited,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Television Broadcasting & OTT,IND_TELEVISION_BROADCASTING_OTT,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'MEDIA & ENTERTAINMENT' and Industry 'Television Broadcasting & OTT' based on core economic business exposure: Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","TV Today Network Limited specializes in linear satellite tv broadcast channels, cable distribution, fm radio and digital ott streaming.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
TVVISION,TV Vision Limited,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Television Broadcasting & OTT,IND_TELEVISION_BROADCASTING_OTT,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'MEDIA & ENTERTAINMENT' and Industry 'Television Broadcasting & OTT' based on core economic business exposure: Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","Linear satellite TV broadcast channels, cable distribution, FM radio and digital OTT streaming.","TV Vision Limited specializes in linear satellite tv broadcast channels, cable distribution, fm radio and digital ott streaming.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE TRADE-TO-TRADE (T2T)
UBL,United Breweries Limited,,BEVERAGES & DISTILLERIES,SEC_BEVERAGES_DISTILLERIES,IMFL Spirits & Distilleries,IND_IMFL_SPIRITS_DISTILLERIES,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'BEVERAGES & DISTILLERIES' and Industry 'IMFL Spirits & Distilleries' based on core economic business exposure: Distillation of alcoholic beverages or bottling of non-alcoholic beverages.,Distillation of alcoholic beverages or bottling of non-alcoholic beverages.,United Breweries Limited specializes in distillation of alcoholic beverages or bottling of non-alcoholic beverages.,2024-01-01,9999-12-31,2026-08-23,11386.88,NSE BROAD MARKET (EQ)
UCAL,UCAL LIMITED,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Powertrain Engine Components,IND_PRECISION_POWERTRAIN_ENGINE_COMPONENTS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Powertrain Engine Components' based on core economic business exposure: Carburetors, electronic fuel injection systems, oil pumps for 2-wheelers.","Carburetors, electronic fuel injection systems, oil pumps for 2-wheelers.","UCAL LIMITED specializes in carburetors, electronic fuel injection systems, oil pumps for 2-wheelers.",2024-01-01,9999-12-31,2026-08-23,265.25,NSE TRADE-TO-TRADE (T2T)
UCOBANK,UCO Bank,,BANKING,SEC_BANKING,Public Sector Banks (PSU),IND_PUBLIC_SECTOR_BANKS_PSU,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Exchange Traded Funds (ETF)' based on core economic business exposure: Passive exchange traded fund tracking equities, debt or precious metals index.","UCO Bank — nationalised PSU bank; retail, MSME, agri and international banking operations","UCO Bank specializes in passive exchange traded fund tracking equities, debt or precious metals index.",2024-01-01,9999-12-31,2026-08-23,7062.38,NSE BROAD MARKET (EQ)
UDAYJEW,Uday Jewellery Industries Limited,,JEWELLERY,SEC_JEWELLERY,Gold Jewellery & Retail,IND_GOLD_JEWELLERY_RETAIL,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'JEWELLERY' and Industry 'Gold Jewellery & Retail' based on core economic business exposure: Nationwide and regional retail showroom networks selling BIS-hallmarked bridal gold jewellery and coins.,Nationwide and regional retail showroom networks selling BIS-hallmarked bridal gold jewellery and coins.,Uday Jewellery Industries Limited specializes in nationwide and regional retail showroom networks selling bis-hallmarked bridal gold jewellery and coins.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
UDS,Updater Services Limited,,SERVICES & MEDIA,SEC_SERVICES_MEDIA,Staffing & Workforce Security,IND_STAFFING_WORKFORCE_SECURITY,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'SERVICES & MEDIA' and Industry 'Staffing & Workforce Security' based on core economic business exposure: Integrated facility management, washroom hygiene and airport handling.","Integrated facility management, washroom hygiene and airport handling.","Updater Services Limited specializes in integrated facility management, washroom hygiene and airport handling.",2024-01-01,9999-12-31,2026-08-23,6929.62,NSE BROAD MARKET (EQ)
UEL,Ujaas Energy Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Ujaas Energy Limited specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
UFBL,United Foodbrands Limited,,FOOD PROCESSING,SEC_FOOD_PROCESSING,Packaged Foods & Snacks,IND_PACKAGED_FOODS_SNACKS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FOOD PROCESSING' and Industry 'Packaged Foods & Snacks' based on core economic business exposure: Packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.","Packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.","United Foodbrands Limited specializes in packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.",2024-01-01,9999-12-31,2026-08-23,4429.62,NSE TRADE-TO-TRADE (T2T)
UFLEX,UFLEX Limited,,PAPER & PACKAGING,SEC_PAPER_PACKAGING,Flexible Packaging Films,IND_FLEXIBLE_PACKAGING_FILMS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PAPER & PACKAGING' and Industry 'Flexible Packaging Films' based on core economic business exposure: BOPET/BOPP flexible barrier packaging films.,BOPET/BOPP flexible barrier packaging films.,UFLEX Limited specializes in bopet/bopp flexible barrier packaging films.,2024-01-01,9999-12-31,2026-08-23,20473.38,NSE BROAD MARKET (EQ)
UFO,UFO Moviez India Limited,,SERVICES & MEDIA,SEC_SERVICES_MEDIA,Film Theatres & Broadcast Media,IND_FILM_THEATRES_BROADCAST_MEDIA,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'SERVICES & MEDIA' and Industry 'Film Theatres & Broadcast Media' based on core economic business exposure: Digital satellite cinema distribution network and in-cinema advertising.,Digital satellite cinema distribution network and in-cinema advertising.,UFO Moviez India Limited specializes in digital satellite cinema distribution network and in-cinema advertising.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
UGARSUGAR,The Ugar Sugar Works Limited,,SUGAR & BIO-ETHANOL,SEC_SUGAR_BIO_ETHANOL,Sugar Refining & Bio-Ethanol,IND_SUGAR_REFINING_BIO_ETHANOL,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'SUGAR & BIO-ETHANOL' and Industry 'Sugar Refining & Bio-Ethanol' based on core economic business exposure: Sugarcane crushing, white sugar production and fuel ethanol distillation.","Sugarcane crushing, white sugar production and fuel ethanol distillation.","The Ugar Sugar Works Limited specializes in sugarcane crushing, white sugar production and fuel ethanol distillation.",2024-01-01,9999-12-31,2026-08-23,12056.25,NSE BROAD MARKET (EQ)
UGROCAP,Ugro Capital Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,API & Bulk Drugs,IND_API_BULK_DRUGS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,Ugro Capital Limited specializes in chemical synthesis and global bulk supply of active pharmaceutical ingredients (apis).,2024-01-01,9999-12-31,2026-08-23,5195.88,NSE BROAD MARKET (EQ)
UHTL,UHTL,,HOTELS & HOSPITALITY,SEC_HOTELS_HOSPITALITY,Luxury Hotels & Resorts,IND_LUXURY_HOTELS_RESORTS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'HOTELS & HOSPITALITY' and Industry 'Luxury Hotels & Resorts' based on core economic business exposure: Universal Hospitality - Boutique business hotel chains and luxury resort properties,Universal Hospitality - Boutique business hotel chains and luxury resort properties,UHTL specializes in universal hospitality - boutique business hotel chains and luxury resort properties,2024-01-01,9999-12-31,2026-08-23,650.5,NSE TRADE-TO-TRADE (T2T)
UJJIVANSFB,Ujjivan Small Finance Bank Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","Ujjivan Small Finance Bank Limited specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,69954.0,NSE BROAD MARKET (EQ)
ULTRACEMCO,UltraTech Cement Limited,,CEMENT,SEC_CEMENT,Integrated Grey Cement,IND_INTEGRATED_GREY_CEMENT,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","UltraTech Cement — India's largest cement producer; grey cement, white cement, RMC; Birla Group flagship cement company","UltraTech Cement Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,309208.0,NIFTY 50
ULTRAMAR,Ultramarine & Pigments Limited,,CHEMICALS,SEC_CHEMICALS,Pigments & Dyes,IND_PIGMENTS_DYES,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CHEMICALS' and Industry 'Pigments & Dyes' based on core economic business exposure: High-performance organic pigments, masterbatch colorants and textile dyes.","High-performance organic pigments, masterbatch colorants and textile dyes.","Ultramarine & Pigments Limited specializes in high-performance organic pigments, masterbatch colorants and textile dyes.",2024-01-01,9999-12-31,2026-08-23,2468.0,NSE BROAD MARKET (EQ)
UMAEXPORTS,Uma Exports Limited,,SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Commercial Ports & Terminals,IND_COMMERCIAL_PORTS_TERMINALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'SHIPBUILDING & PORTS' and Industry 'Commercial Ports & Terminals' based on core economic business exposure: Mechanized multi-cargo deep-draft seaports and container marine terminals.,Mechanized multi-cargo deep-draft seaports and container marine terminals.,Uma Exports Limited specializes in mechanized multi-cargo deep-draft seaports and container marine terminals.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE TRADE-TO-TRADE (T2T)
UMESLTD,Usha Martin Education & Solutions Limited,,EDUCATION & EDTECH,SEC_EDUCATION_EDTECH,Professional & Vocational Training,IND_PROFESSIONAL_VOCATIONAL_TRAINING,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Usha Martin Education & Solutions — professional and executive education, management training, e-learning solutions","Usha Martin Education & Solutions Limited specializes in direct reduced iron sponge iron, induction furnace billet casting and tmt rebars.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
UMIYA-MRO,UMIYA BUILDCON LIMITED,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Construction,IND_CIVIL_COMMERCIAL_CONSTRUCTION,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","UMIYA BUILDCON LIMITED specializes in general contracting of institutional campuses, commercial towers, peb structures and metro stations.",2024-01-01,9999-12-31,2026-08-23,212.75,NSE BROAD MARKET (EQ)
UNICHEMLAB,Unichem Laboratories Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Unichem Laboratories Limited specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,4297.25,NSE BROAD MARKET (EQ)
UNIDT,United Drilling Tools Limited,,OIL & GAS,SEC_OIL_GAS,Oil & Gas Exploration (E&P),IND_OIL_GAS_EXPLORATION_E_P,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'OIL & GAS' and Industry 'Oil & Gas Exploration (E&P)' based on core economic business exposure: Offshore deepwater exploration drilling, crude oil extraction and natural gas field assets.","Offshore deepwater exploration drilling, crude oil extraction and natural gas field assets.","United Drilling Tools Limited specializes in offshore deepwater exploration drilling, crude oil extraction and natural gas field assets.",2024-01-01,9999-12-31,2026-08-23,359.88,NSE TRADE-TO-TRADE (T2T)
