date,basic_industry,Q1_CURRENT_STRENGTH,EXPECTED_RETURN_20D,P_gt_5pct_20D,BEST_HORIZON,OPPORTUNITY_CLASS,Q3_KEY_POSITIVE_DRIVERS,Q3_KEY_RISK_FACTORS
2025-05-29,Transformers & T&D Equipment,75.8,8.37,67.5,5D_SHORT_TERM,LEADING,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+16.5% 20D RS); +Strength Accelerating (+12.0 pts),
2025-05-30,Transformers & T&D Equipment,75.7,6.28,56.9,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+14.3% 20D RS),
2025-06-02,Transformers & T&D Equipment,73.9,5.35,51.9,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+13.6% 20D RS),-Strength Decelerating (-2.1 pts)
2025-06-03,Transformers & T&D Equipment,76.4,5.12,50.7,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+19.2% 20D RS); +Volume Accumulation (1.2x 20D avg),-Strength Decelerating (-6.8 pts)
2025-06-04,Transformers & T&D Equipment,74.3,5.27,51.5,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+18.0% 20D RS),-Strength Decelerating (-3.1 pts)
2025-06-05,Transformers & T&D Equipment,75.3,5.96,55.2,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+20.0% 20D RS),
2025-06-06,Transformers & T&D Equipment,75.1,5.9,54.9,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+20.1% 20D RS),
2025-06-09,Transformers & T&D Equipment,74.3,5.89,54.8,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (83% > SMA50); +Outperforming NIFTY (+14.2% 20D RS),
2025-06-10,Transformers & T&D Equipment,71.6,4.31,46.3,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+11.6% 20D RS),-Strength Decelerating (-4.8 pts)
2025-06-11,Transformers & T&D Equipment,73.4,5.44,52.4,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+9.5% 20D RS),
2025-06-12,Transformers & T&D Equipment,65.8,2.11,34.8,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+4.4% 20D RS),-Strength Decelerating (-9.4 pts)
2025-06-13,Transformers & T&D Equipment,63.0,0.95,29.4,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+2.0% 20D RS),-Strength Decelerating (-12.1 pts)
2025-06-16,Transformers & T&D Equipment,68.6,3.44,41.6,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+3.5% 20D RS),-Strength Decelerating (-5.7 pts)
2025-06-17,Transformers & T&D Equipment,66.6,3.08,39.7,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+4.4% 20D RS),-Strength Decelerating (-5.0 pts)
2025-06-18,Transformers & T&D Equipment,65.2,2.17,35.1,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+3.8% 20D RS),-Strength Decelerating (-8.2 pts)
2024-10-28,Tyres & Rubber Products,14.4,-10.33,4.0,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.9% 20D RS)
2024-10-29,Tyres & Rubber Products,14.2,-8.73,5.4,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.2% 20D RS)
2024-10-30,Tyres & Rubber Products,14.2,-8.53,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.0% 20D RS)
2024-10-31,Tyres & Rubber Products,14.7,-8.19,5.9,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.7% 20D RS)
2024-11-01,Tyres & Rubber Products,14.9,-8.03,6.1,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.1 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-6.7% 20D RS)
2024-11-04,Tyres & Rubber Products,20.0,-6.17,8.6,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+5.7 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-6.2% 20D RS)
2024-11-05,Tyres & Rubber Products,16.1,-7.79,6.4,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-8.9% 20D RS)
2024-11-06,Tyres & Rubber Products,18.8,-6.66,7.8,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+4.6 pts); +Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-7.5% 20D RS)
2024-11-07,Tyres & Rubber Products,16.9,-7.54,6.7,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.2 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-7.4% 20D RS)
2024-11-08,Tyres & Rubber Products,16.6,-7.7,6.5,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-8.5% 20D RS)
2024-11-11,Tyres & Rubber Products,17.7,-8.19,5.9,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-8.5% 20D RS)
2024-11-12,Tyres & Rubber Products,16.2,-8.08,6.0,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.5% 20D RS)
2024-11-13,Tyres & Rubber Products,16.6,-8.42,5.7,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.5% 20D RS)
2024-11-14,Tyres & Rubber Products,17.8,-7.56,6.6,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.8% 20D RS)
2024-11-18,Tyres & Rubber Products,18.5,-7.23,7.1,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-8.4% 20D RS)
2024-11-19,Tyres & Rubber Products,20.0,-6.8,7.6,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.3 pts); +Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-7.2% 20D RS)
2024-11-20,Tyres & Rubber Products,23.0,-5.28,10.1,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+6.7 pts); +Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-3.7% 20D RS)
2024-11-21,Tyres & Rubber Products,20.0,-6.57,8.0,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+3.5 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-5.4% 20D RS)
2024-11-22,Tyres & Rubber Products,24.1,-5.1,10.4,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+6.2 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-3.2% 20D RS)
2024-11-25,Tyres & Rubber Products,29.0,-3.16,14.8,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+10.5 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-0.4% 20D RS)
2024-11-26,Tyres & Rubber Products,38.5,-0.05,25.1,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.9% 20D RS); +Strength Accelerating (+18.6 pts); +Volume Accumulation (1.7x 20D avg),-Weak Breadth Participation (38% > SMA50)
2024-11-27,Tyres & Rubber Products,42.7,0.95,29.4,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+2.7% 20D RS); +Strength Accelerating (+19.7 pts); +Volume Accumulation (2.3x 20D avg),-Weak Breadth Participation (38% > SMA50)
2024-11-28,Tyres & Rubber Products,39.0,0.07,25.6,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+2.1% 20D RS); +Strength Accelerating (+19.0 pts),-Weak Breadth Participation (38% > SMA50)
2024-11-29,Tyres & Rubber Products,40.3,0.36,26.8,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+2.7% 20D RS); +Strength Accelerating (+16.2 pts); +Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (38% > SMA50)
2024-12-02,Tyres & Rubber Products,51.2,3.0,39.3,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+3.5% 20D RS); +Strength Accelerating (+22.3 pts); +Volume Accumulation (2.2x 20D avg),-Weak Breadth Participation (50% > SMA50)
2024-12-03,Tyres & Rubber Products,57.2,4.43,46.9,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+7.9% 20D RS); +Strength Accelerating (+18.7 pts),
2024-12-04,Tyres & Rubber Products,59.6,4.99,49.9,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+8.5% 20D RS); +Strength Accelerating (+16.9 pts),
2024-12-05,Tyres & Rubber Products,59.2,4.92,49.6,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+7.4% 20D RS); +Strength Accelerating (+20.2 pts),
2024-12-06,Tyres & Rubber Products,57.5,4.49,47.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+7.4% 20D RS); +Strength Accelerating (+17.2 pts),
2024-12-09,Tyres & Rubber Products,78.1,9.45,72.4,5D_SHORT_TERM,LEADING,+Broad Industry Participation (88% > SMA50); +Outperforming NIFTY (+11.5% 20D RS); +Strength Accelerating (+26.9 pts),
2024-12-10,Tyres & Rubber Products,69.4,6.84,59.8,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (88% > SMA50); +Outperforming NIFTY (+9.7% 20D RS); +Strength Accelerating (+12.2 pts),
2024-12-11,Tyres & Rubber Products,65.0,4.6,47.8,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+10.9% 20D RS); +Strength Accelerating (+5.5 pts),
2024-12-12,Tyres & Rubber Products,71.7,7.44,62.9,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+13.5% 20D RS); +Strength Accelerating (+12.4 pts),
2024-12-13,Tyres & Rubber Products,71.6,7.73,64.4,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+10.8% 20D RS); +Strength Accelerating (+14.1 pts),
2024-12-16,Tyres & Rubber Products,70.3,3.46,41.7,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (88% > SMA50); +Outperforming NIFTY (+8.5% 20D RS),-Strength Decelerating (-7.8 pts)
2024-12-17,Tyres & Rubber Products,68.7,4.37,46.6,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+6.0% 20D RS),
2024-12-18,Tyres & Rubber Products,62.3,2.44,36.5,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (75% > SMA50); +Outperforming NIFTY (+4.9% 20D RS),-Strength Decelerating (-2.8 pts)
2024-12-19,Tyres & Rubber Products,57.7,-0.65,22.8,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+6.2% 20D RS),-Strength Decelerating (-13.9 pts)
2024-12-20,Tyres & Rubber Products,49.1,-2.91,15.5,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+2.6% 20D RS),-Weak Breadth Participation (50% > SMA50); -Strength Decelerating (-22.5 pts)
2024-12-23,Tyres & Rubber Products,48.6,-3.03,15.2,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+3.4% 20D RS),-Weak Breadth Participation (50% > SMA50); -Strength Decelerating (-21.6 pts)
2024-12-24,Tyres & Rubber Products,45.8,-3.7,13.5,60D_STRUCTURAL,WEAKENING,,-Weak Breadth Participation (50% > SMA50); -Underperforming NIFTY (-0.3% 20D RS)
2024-12-25,Tyres & Rubber Products,43.4,-4.27,12.1,60D_STRUCTURAL,WEAKENING,,-Weak Breadth Participation (50% > SMA50); -Underperforming NIFTY (-1.8% 20D RS)
2024-12-26,Tyres & Rubber Products,45.9,-3.12,14.9,60D_STRUCTURAL,WEAKENING,,-Weak Breadth Participation (50% > SMA50); -Underperforming NIFTY (-1.3% 20D RS)
2024-12-27,Tyres & Rubber Products,49.7,0.02,25.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (62% > SMA50),-Underperforming NIFTY (-1.4% 20D RS)
2024-12-30,Tyres & Rubber Products,48.9,-0.23,24.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (62% > SMA50),-Underperforming NIFTY (-3.3% 20D RS)
2024-12-31,Tyres & Rubber Products,46.7,-0.65,22.8,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (75% > SMA50),-Underperforming NIFTY (-4.4% 20D RS)
2025-01-01,Tyres & Rubber Products,44.8,-0.98,21.6,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (88% > SMA50),-Underperforming NIFTY (-5.2% 20D RS)
2025-01-02,Tyres & Rubber Products,47.6,-0.28,24.2,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (88% > SMA50),-Underperforming NIFTY (-4.3% 20D RS)
2025-01-03,Tyres & Rubber Products,45.0,-2.04,18.0,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (75% > SMA50),-Underperforming NIFTY (-5.5% 20D RS); -Strength Decelerating (-4.7 pts)
2025-01-06,Tyres & Rubber Products,21.4,-9.56,4.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (25% > SMA50); -Underperforming NIFTY (-12.0% 20D RS)
2025-01-07,Tyres & Rubber Products,31.3,-7.2,7.1,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-8.2% 20D RS)
2025-01-08,Tyres & Rubber Products,25.9,-8.49,5.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-9.2% 20D RS)
2025-01-09,Tyres & Rubber Products,20.7,-9.73,4.5,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (25% > SMA50); -Underperforming NIFTY (-9.9% 20D RS)
2025-01-10,Tyres & Rubber Products,18.6,-10.24,4.1,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-11.5% 20D RS)
2025-01-13,Tyres & Rubber Products,17.4,-8.54,5.5,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-14.6% 20D RS)
2025-01-14,Tyres & Rubber Products,17.8,-10.16,4.1,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-11.9% 20D RS)
2025-01-15,Tyres & Rubber Products,18.1,-9.07,5.0,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-11.6% 20D RS)
2025-01-16,Tyres & Rubber Products,18.4,-8.0,6.1,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.7x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-10.5% 20D RS)
2025-01-17,Tyres & Rubber Products,16.3,-8.5,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.0% 20D RS)
2025-01-20,Tyres & Rubber Products,15.9,-8.48,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.3% 20D RS)
2025-01-21,Tyres & Rubber Products,16.0,-8.49,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-10.4% 20D RS)
2025-01-22,Tyres & Rubber Products,15.0,-8.96,5.1,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-11.7% 20D RS)
2025-01-23,Tyres & Rubber Products,15.9,-8.62,5.5,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-11.6% 20D RS)
2025-01-24,Tyres & Rubber Products,13.1,-9.42,4.7,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.9% 20D RS)
2025-01-27,Tyres & Rubber Products,15.0,-8.56,5.5,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-16.7% 20D RS)
2025-01-28,Tyres & Rubber Products,15.8,-8.24,5.9,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.9x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-17.3% 20D RS)
2025-01-29,Tyres & Rubber Products,13.5,-9.03,5.1,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-15.6% 20D RS)
2025-01-30,Tyres & Rubber Products,12.8,-9.48,4.7,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-16.0% 20D RS)
2025-01-31,Tyres & Rubber Products,12.6,-9.05,5.1,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-14.7% 20D RS)
2025-02-03,Tyres & Rubber Products,15.7,-8.1,6.0,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.5% 20D RS)
2025-02-04,Tyres & Rubber Products,15.2,-8.47,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.2% 20D RS)
2025-02-05,Tyres & Rubber Products,20.4,-5.84,9.1,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+7.0 pts); +Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-12.0% 20D RS)
2025-02-06,Tyres & Rubber Products,15.5,-7.81,6.3,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.6 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-11.0% 20D RS)
2025-02-07,Tyres & Rubber Products,16.3,-7.44,6.8,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+3.6 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.9% 20D RS)
2025-02-10,Tyres & Rubber Products,18.1,-7.23,7.1,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.4 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-8.6% 20D RS)
2025-02-11,Tyres & Rubber Products,14.3,-8.72,5.4,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.5% 20D RS)
2025-02-12,Tyres & Rubber Products,19.0,-7.71,6.5,60D_STRUCTURAL,LAGGING,+Volume Accumulation (2.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.9% 20D RS)
2025-02-13,Tyres & Rubber Products,15.9,-8.1,6.0,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-14.0% 20D RS)
2025-02-14,Tyres & Rubber Products,11.9,-9.95,4.3,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-15.5% 20D RS)
2025-02-17,Tyres & Rubber Products,11.2,-10.54,3.9,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-15.7% 20D RS)
2025-02-18,Tyres & Rubber Products,11.4,-9.78,4.4,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-14.9% 20D RS)
2025-02-19,Tyres & Rubber Products,12.4,-10.21,4.1,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.9% 20D RS)
2025-02-20,Tyres & Rubber Products,13.7,-9.12,5.0,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-11.8% 20D RS)
2025-02-21,Tyres & Rubber Products,15.6,-7.57,6.6,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+3.8 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-11.2% 20D RS)
2025-02-24,Tyres & Rubber Products,15.8,-7.38,6.9,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+4.6 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.4% 20D RS)
2025-02-25,Tyres & Rubber Products,15.1,-7.71,6.5,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+3.7 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.3% 20D RS)
2025-02-27,Tyres & Rubber Products,13.4,-8.6,5.5,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.8% 20D RS)
2025-02-28,Tyres & Rubber Products,14.1,-8.54,5.5,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-15.5% 20D RS)
2025-03-03,Tyres & Rubber Products,13.6,-9.12,5.0,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-17.2% 20D RS)
2025-03-04,Tyres & Rubber Products,16.3,-8.02,6.1,60D_STRUCTURAL,LAGGING,+Volume Accumulation (2.1x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-16.7% 20D RS)
2025-03-05,Tyres & Rubber Products,16.0,-8.01,6.1,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.8x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-15.4% 20D RS)
2025-03-06,Tyres & Rubber Products,14.2,-8.47,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.9% 20D RS)
2025-03-07,Tyres & Rubber Products,14.4,-8.47,5.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.7% 20D RS)
2025-03-10,Tyres & Rubber Products,13.6,-8.74,5.3,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-13.4% 20D RS)
2025-03-11,Tyres & Rubber Products,14.2,-8.95,5.1,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.2% 20D RS)
2025-03-12,Tyres & Rubber Products,16.2,-8.08,6.0,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.3% 20D RS)
2025-03-13,Tyres & Rubber Products,16.7,-7.52,6.7,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.6 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-8.3% 20D RS)
2025-03-17,Tyres & Rubber Products,17.0,-7.47,6.7,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.5 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-9.7% 20D RS)
2025-03-18,Tyres & Rubber Products,19.6,-6.2,8.5,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+6.1 pts),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-5.7% 20D RS)
2025-03-19,Tyres & Rubber Products,26.9,-3.27,14.5,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+12.7 pts); +Volume Accumulation (1.5x 20D avg),-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-4.4% 20D RS)
2025-03-20,Tyres & Rubber Products,33.0,-1.38,20.2,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+16.8 pts); +Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (25% > SMA50); -Underperforming NIFTY (-3.0% 20D RS)
2025-03-21,Tyres & Rubber Products,35.6,-0.75,22.4,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+18.9 pts),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-2.8% 20D RS)
2025-03-24,Tyres & Rubber Products,34.9,-0.93,21.8,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+17.9 pts),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-3.7% 20D RS)
2025-03-25,Tyres & Rubber Products,34.4,-1.07,21.3,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+14.8 pts); +Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-3.7% 20D RS)
2025-03-26,Tyres & Rubber Products,33.6,-2.74,16.0,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+6.7 pts); +Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-4.1% 20D RS)
2025-03-27,Tyres & Rubber Products,38.5,-1.78,18.9,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+5.5 pts); +Volume Accumulation (2.4x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-4.7% 20D RS)
2025-03-28,Tyres & Rubber Products,33.8,-4.21,12.3,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-2.6% 20D RS)
2025-04-01,Tyres & Rubber Products,34.0,-4.01,12.7,60D_STRUCTURAL,LAGGING,+Outperforming NIFTY (+0.8% 20D RS),-Weak Breadth Participation (38% > SMA50)
2025-04-02,Tyres & Rubber Products,39.5,-1.59,19.5,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+4.5% 20D RS); +Strength Accelerating (+5.1 pts),-Weak Breadth Participation (38% > SMA50)
2025-04-03,Tyres & Rubber Products,40.9,-0.87,22.0,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+6.1% 20D RS); +Strength Accelerating (+7.3 pts),-Weak Breadth Participation (38% > SMA50)
2025-04-04,Tyres & Rubber Products,35.4,-4.05,12.6,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+0.3% 20D RS),-Weak Breadth Participation (25% > SMA50); -Strength Decelerating (-3.1 pts)
2025-04-07,Tyres & Rubber Products,25.8,-7.26,7.0,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.7x 20D avg),-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-6.9% 20D RS)
2025-04-08,Tyres & Rubber Products,22.7,-8.58,5.5,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (12% > SMA50); -Underperforming NIFTY (-6.7% 20D RS)
