symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
OSIAHYPER,Osia Hyper Retail Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
OSWALAGRO,Oswal Agro Mills Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
OSWALGREEN,Oswal Greentech Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
OSWALPUMPS,Oswal Pumps Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
PACEDIGITK,Pace Digitek Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PACIFICI,Pacific Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PAGEIND,Page Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PAISALO,Paisalo Digital Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
PAKKA,PAKKA LIMITED,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PALASHSECU,Palash Securities Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
PALREDTEC,Palred Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
PANACEABIO,Panacea Biotec Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
PANACHE,Panache Digilife Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
PANAMAPET,Panama Petrochem Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
PANCHMAHQ,Panchmahal Steel Limited,Steel & Iron Products,"Integrated Flat/Long Steel, Stainless & Steel Pipes","Integrated Flat/Long Steel, Stainless & Steel Pipes",PRIMARY,1,"Core Operating Division: Integrated Flat/Long Steel, Stainless & Steel Pipes"
PANORAMA,Panorama Studios International Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
PANSARI,Pansari Developers Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
PAR,Par Drugs And Chemicals Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
PARACABLES,Paramount Communications Limited,"Wires, Cables & Electrical Conductors","Power Cables, Building Wires & Conductors","Power Cables, Building Wires & Conductors",PRIMARY,1,"Core Operating Division: Power Cables, Building Wires & Conductors"
PARADEEP,Paradeep Phosphates Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
PARAGMILK,Parag Milk Foods Limited,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
PARAS,Paras Defence and Space Technologies Limited,Aerospace & Defence,"Defence Optics, Periscopes & EMP Protection","Defence Optics, Periscopes & EMP Protection",PRIMARY,1,"Core Operating Division: Defence Optics, Periscopes & EMP Protection"
PARASPETRO,Paras Petrofils Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
PARKHOSPS,Park Medi World Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
PARNAXLAB,Parnax Lab Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PARSVNATH,Parsvnath Developers Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
PASHUPATI,Pashupati Cotspin Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PASUPTAC,Pasupati Acrylon Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PATANJALI,Patanjali Foods Limited,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
PATELENG,Patel Engineering Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PATELRMART,Patel Retail Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
PATINTLOG,Patel Integrated Logistics Limited,"Logistics, Ports & Shipping","Express Logistics, Container Rail Freight, Ports & Marine","Express Logistics, Container Rail Freight, Ports & Marine",PRIMARY,1,"Core Operating Division: Express Logistics, Container Rail Freight, Ports & Marine"
PAUSHAKLTD,Paushak Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PAVNAIND,Pavna Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PAYTM,One 97 Communications Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PBMPOLY,PBM Polytex Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PCBL,PCBL Chemical Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
PCJEWELLER,PC Jeweller Limited,"Gems, Jewellery & Luxury",Gold & Diamond Jewellery Showrooms (PC Jeweller),Gold & Diamond Jewellery Showrooms (PC Jeweller),PRIMARY,1,Core Operating Division: Gold & Diamond Jewellery Showrooms (PC Jeweller)
PDMJEPAPER,Pudumjee Paper Products Limited,"Paper, Packaging & Wood Products","Paper, Paperboards, Plywood & Flexible Packaging","Paper, Paperboards, Plywood & Flexible Packaging",PRIMARY,1,"Core Operating Division: Paper, Paperboards, Plywood & Flexible Packaging"
PDSL,PDS Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PEARLPOLY,Pearl Polymers Limited,"Paper, Packaging & Wood Products","Paper, Paperboards, Plywood & Flexible Packaging","Paper, Paperboards, Plywood & Flexible Packaging",PRIMARY,1,"Core Operating Division: Paper, Paperboards, Plywood & Flexible Packaging"
PENIND,Pennar Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PENINLAND,Peninsula Land Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PERMAGN,Permanent Magnets Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PERSISTENT,Persistent Systems Limited,Electronic Manufacturing Services (EMS),"EMS, Circuit Assemblies & Telecom Hardware","EMS, Circuit Assemblies & Telecom Hardware",PRIMARY,1,"Core Operating Division: EMS, Circuit Assemblies & Telecom Hardware"
PETRONET,Petronet LNG Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
PFC,Power Finance Corporation Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
PFIZER,Pfizer Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PFOCUS,Prime Focus Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PFS,PTC India Financial Services Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
PGEL,PG Electroplast Limited,Electronic Manufacturing Services (EMS),Room ACs & Appliance Plastics Manufacturing EMS,Room ACs & Appliance Plastics Manufacturing EMS,PRIMARY,1,Core Operating Division: Room ACs & Appliance Plastics Manufacturing EMS
PGHH,Procter & Gamble Hygiene and Health Care Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
PGHL,Procter & Gamble Health Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
PGIL,Pearl Global Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PHOENIXLTD,The Phoenix Mills Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PHOENXINTL,Phoenix International Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PICCADIL,Piccadily Agro Industries Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
PIDILITIND,Pidilite Industries Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
PIGL,Power & Instrumentation (Gujarat) Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
PIIND,PI Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PILANIINVS,Pilani Investment and Industries Corporation Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PILITA,PIL ITALICA LIFESTYLE LIMITED,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
PINELABS,Pine Labs Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PIONEEREMB,Pioneer Embroideries Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PIONRINV,Pioneer Investcorp Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PIRAMALFIN,Piramal Finance Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
PITTIENG,Pitti Engineering Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PIXTRANS,Pix Transmissions Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PKTEA,The Peria Karamalai Tea & Produce Company Limited,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
PLASTIBLEN,Plastiblends India Limited,"Paper, Packaging & Wood Products","Paper, Paperboards, Plywood & Flexible Packaging","Paper, Paperboards, Plywood & Flexible Packaging",PRIMARY,1,"Core Operating Division: Paper, Paperboards, Plywood & Flexible Packaging"
PLATIND,Platinum Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PLAZACABLE,Plaza Wires Limited,"Wires, Cables & Electrical Conductors","Power Cables, Building Wires & Conductors","Power Cables, Building Wires & Conductors",PRIMARY,1,"Core Operating Division: Power Cables, Building Wires & Conductors"
PML,Paul Merchants Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PNB,Punjab National Bank,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
PNBGILTS,PNB Gilts Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PNBHOUSING,PNB Housing Finance Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
PNC,Pritish Nandy Communications Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PNCINFRA,PNC Infratech Limited,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
PNGJL,P N Gadgil Jewellers Limited,"Gems, Jewellery & Luxury",Heritage Gold & Diamond Jewellery (P N Gadgil),Heritage Gold & Diamond Jewellery (P N Gadgil),PRIMARY,1,Core Operating Division: Heritage Gold & Diamond Jewellery (P N Gadgil)
PNGSREVA,PNGS Reva Diamond Jewellery Limited,"Gems, Jewellery & Luxury",Diamond & Gold Jewellery (PNGS Reva),Diamond & Gold Jewellery (PNGS Reva),PRIMARY,1,Core Operating Division: Diamond & Gold Jewellery (PNGS Reva)
POCL,Pondy Oxides & Chemicals Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
PODDARMENT,Poddar Pigments Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
POEL,POCL Enterprises Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
POKARNA,Pokarna Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
POLICYBZR,PB Fintech Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
POLYCAB,Polycab India Limited,"Wires, Cables & Electrical Conductors","Power Cables, Building Wires & FMEG (Polycab)","Power Cables, Building Wires & FMEG (Polycab)",PRIMARY,1,"Core Operating Division: Power Cables, Building Wires & FMEG (Polycab)"
POLYMED,Poly Medicure Limited,"Paper, Packaging & Wood Products","Paper, Paperboards, Plywood & Flexible Packaging","Paper, Paperboards, Plywood & Flexible Packaging",PRIMARY,1,"Core Operating Division: Paper, Paperboards, Plywood & Flexible Packaging"
POLYPLEX,Polyplex Corporation Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
POLYSPIN,Polyspin Exports Limited,"Logistics, Ports & Shipping","Express Logistics, Container Rail Freight, Ports & Marine","Express Logistics, Container Rail Freight, Ports & Marine",PRIMARY,1,"Core Operating Division: Express Logistics, Container Rail Freight, Ports & Marine"
PONNIERODE,Ponni Sugars (Erode) Limited,"Sugar, Distilleries & Alcoholic Beverages","Sugar, Bio-Ethanol, Breweries & Distilled Spirits","Sugar, Bio-Ethanol, Breweries & Distilled Spirits",PRIMARY,1,"Core Operating Division: Sugar, Bio-Ethanol, Breweries & Distilled Spirits"
POONAWALLA,Poonawalla Fincorp Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
POWERGRID,Power Grid Corporation of India Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
POWERICA,Powerica Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
POWERINDIA,Hitachi Energy India Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
POWERMECH,Power Mech Projects Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
PPAP,PPAP Automotive Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
PPL,Prakash Pipes Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PPLPHARMA,Piramal Pharma Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
PRABHA,Prabha Energy Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
PRADPME,Pradeep Metals Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRAENG,Prajay Engineers Syndicate Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PRAJIND,Praj Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PRAKASH,Prakash Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PRAKASHSTL,Prakash Steelage Limited,Steel & Iron Products,"Integrated Flat/Long Steel, Stainless & Steel Pipes","Integrated Flat/Long Steel, Stainless & Steel Pipes",PRIMARY,1,"Core Operating Division: Integrated Flat/Long Steel, Stainless & Steel Pipes"
PRAVEG,Praveg Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRAXIS,Praxis Home Retail Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
PRECAM,Precision Camshafts Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRECOT,Precot Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRECWIRE,Precision Wires India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
