symbol,old_sector,old_industry,new_sector,new_industry,classification_changed,reason,confidence
RBA,HOTELS & HOSPITALITY,Quick Service Restaurants (QSR) & Food Chains,HOTELS & HOSPITALITY,Quick Service Restaurants (QSR),True,Reclassified from legacy 'HOTELS & HOSPITALITY / Quick Service Restaurants (QSR) & Food Chains' to clean economic model 'HOTELS & HOSPITALITY / Quick Service Restaurants (QSR)',HIGH
RBLBANK,BANKING,Private Sector Commercial Banks,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'BANKING / Private Sector Commercial Banks' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
RBMINFRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Heavy Infrastructure EPC',HIGH
RBS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
RBZJEWEL,JEWELLERY,Gold Jewellery Retail & Showrooms,JEWELLERY,Gold Jewellery & Retail,True,Reclassified from legacy 'JEWELLERY / Gold Jewellery Retail & Showrooms' to clean economic model 'JEWELLERY / Gold Jewellery & Retail',HIGH
RCDL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RCF,FERTILIZERS,Fertilizers & Soil Nutrition,FERTILIZERS,Fertilizers & Soil Nutrients,True,Reclassified from legacy 'FERTILIZERS / Fertilizers & Soil Nutrition' to clean economic model 'FERTILIZERS / Fertilizers & Soil Nutrients',HIGH
RCOM,OIL & GAS,Petrochemical Intermediates & Solvents,TELECOM,Telecom Cellular Operators,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'TELECOM / Telecom Cellular Operators',HIGH
READYMIX,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Integrated Grey Cement,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Integrated Grey Cement',HIGH
RECLTD,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Corporate & Wholesale Finance,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Corporate & Wholesale Finance',HIGH
REDINGTON,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IT SERVICES,IT Supply Chain & Technology Distribution,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'IT SERVICES / IT Supply Chain & Technology Distribution',HIGH
REDTAPE,FOOTWEAR,Leather & Industrial Footwear,FOOTWEAR,Sports & Athleisure Footwear,True,Reclassified from legacy 'FOOTWEAR / Leather & Industrial Footwear' to clean economic model 'FOOTWEAR / Sports & Athleisure Footwear',HIGH
REFEX,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
REFRACTORY,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
REGAAL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
REGENCERAM,BUILDING MATERIALS,Architectural Glass & Building Solutions,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,True,Reclassified from legacy 'BUILDING MATERIALS / Architectural Glass & Building Solutions' to clean economic model 'BUILDING MATERIALS / Ceramic Tiles & Sanitaryware',HIGH
RELAXO,FOOTWEAR,Mass & Casual Footwear,FOOTWEAR,Footwear Retail Chains,True,Reclassified from legacy 'FOOTWEAR / Mass & Casual Footwear' to clean economic model 'FOOTWEAR / Footwear Retail Chains',HIGH
RELCHEMQ,OIL & GAS,Petrochemical Intermediates & Solvents,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
RELIABLE,JEWELLERY,Jewellery Manufacturing & Exports,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'JEWELLERY / Jewellery Manufacturing & Exports' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
RELIANCE,OIL & GAS,Integrated Petrochemicals & Refining,OIL & GAS,Refining & Marketing (OMC),True,Reclassified from legacy 'OIL & GAS / Integrated Petrochemicals & Refining' to clean economic model 'OIL & GAS / Refining & Marketing (OMC)',HIGH
RELIGARE,IT SERVICES,Mid-Tier IT Services & Digital Consulting,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
RELINFRA,OIL & GAS,Petrochemical Intermediates & Solvents,POWER,Power Distribution & Integrated Utilities,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'POWER / Power Distribution & Integrated Utilities',HIGH
RELTD,POWER,Regional Thermal & Hydro Generation,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
REMSONSIND,EMS & ELECTRONICS,Electronic Manufacturing Services (EMS),EMS & ELECTRONICS,Commercial & Industrial Electronics EMS,True,Reclassified from legacy 'EMS & ELECTRONICS / Electronic Manufacturing Services (EMS)' to clean economic model 'EMS & ELECTRONICS / Commercial & Industrial Electronics EMS',HIGH
REMUS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
RENUKA,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
REPCOHOME,NBFC & LENDING,Housing Finance Companies (HFC),FINANCE & NBFC,Housing Finance (HFC),True,Reclassified from legacy 'NBFC & LENDING / Housing Finance Companies (HFC)' to clean economic model 'FINANCE & NBFC / Housing Finance (HFC)',HIGH
REPL,IT SERVICES,Mid-Tier IT Services & Digital Consulting,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Heavy Infrastructure EPC',HIGH
REPRO,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PAPER & PACKAGING,Paperboard & Packaging Cartons,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons',HIGH
RESPONIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Building Materials,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Building Materials',HIGH
RETAIL,RETAIL,Specialty Consumer Retail,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'RETAIL / Specialty Consumer Retail' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
RFBL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Edible Oils & Vanaspati,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Edible Oils & Vanaspati',HIGH
RGL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,JEWELLERY,Diamond Studded & Solitaires,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'JEWELLERY / Diamond Studded & Solitaires',HIGH
RHETAN,STEEL,Secondary & Sponge Iron Re-Rolling,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Secondary & Sponge Iron Re-Rolling' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
RHFL,NBFC & LENDING,Housing Finance Companies (HFC),FINANCE & NBFC,Housing Finance (HFC),True,Reclassified from legacy 'NBFC & LENDING / Housing Finance Companies (HFC)' to clean economic model 'FINANCE & NBFC / Housing Finance (HFC)',HIGH
RHIM,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Building Materials,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Building Materials',HIGH
RHL,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",AUTO ANCILLARIES,Precision Auto Engine Components,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components'",HIGH
RICHA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
RICOAUTO,AUTO ANCILLARIES,General Auto Components,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'AUTO ANCILLARIES / General Auto Components' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
RIIL,OIL & GAS,Petrochemical Intermediates & Solvents,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RILINFRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RIR,EMS & ELECTRONICS,Electronic Manufacturing Services (EMS),POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'EMS & ELECTRONICS / Electronic Manufacturing Services (EMS)' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
RISHABH,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Heavy Process Equipment & Machinery',HIGH
RITCO,LOGISTICS & SUPPLY CHAIN,3PL Integrated Supply Chain & Surface Transport,LOGISTICS & SUPPLY CHAIN,3PL Logistics & Fleet Haulage,True,Reclassified from legacy 'LOGISTICS & SUPPLY CHAIN / 3PL Integrated Supply Chain & Surface Transport' to clean economic model 'LOGISTICS & SUPPLY CHAIN / 3PL Logistics & Fleet Haulage',HIGH
RITES,RAILWAYS,"Railway EPC, Signaling & Infrastructure",RAILWAYS,Railway Signaling & Track EPC,True,"Reclassified from legacy 'RAILWAYS / Railway EPC, Signaling & Infrastructure' to clean economic model 'RAILWAYS / Railway Signaling & Track EPC'",HIGH
RITEZONE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
RKDL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
RKEC,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RKFORGE,AUTO ANCILLARIES,Auto Castings & Forgings,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'AUTO ANCILLARIES / Auto Castings & Forgings' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
RKSWAMY,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,SERVICES & MEDIA,Advertising & Digital Marketing,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'SERVICES & MEDIA / Advertising & Digital Marketing',HIGH
RMC,AUTO ANCILLARIES,Auto Transmission & Driveline,AUTO ANCILLARIES,Auto Lighting & Electricals,True,Reclassified from legacy 'AUTO ANCILLARIES / Auto Transmission & Driveline' to clean economic model 'AUTO ANCILLARIES / Auto Lighting & Electricals',HIGH
RMDRIP,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
RML,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Auto Transmission & Driveline,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Auto Transmission & Driveline',HIGH
RNBDENIMS,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
RNFI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
RNPL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
ROCKINGDCE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,RETAIL,Specialty Retail Boutiques,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'RETAIL / Specialty Retail Boutiques',HIGH
ROHLTD,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",HOTELS & HOSPITALITY,Luxury Hotels & Resorts,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'HOTELS & HOSPITALITY / Luxury Hotels & Resorts'",HIGH
ROLEXRINGS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Auto Castings & Heavy Forgings',HIGH
ROLLT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PAPER & PACKAGING,Paperboard & Packaging Cartons,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons',HIGH
ROML,OIL & GAS,Petrochemical Intermediates & Solvents,EDIBLE OILS,Edible Oils & Vanaspati,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'EDIBLE OILS / Edible Oils & Vanaspati',HIGH
ROSSARI,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Biopharma & Biosimilars,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Biopharma & Biosimilars',HIGH
ROSSELLIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEA & COFFEE,Tea & Coffee Plantations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEA & COFFEE / Tea & Coffee Plantations',HIGH
ROSSTECH,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
ROTO,INDUSTRIAL MACHINERY,"Pumps, Compressors & Fluid Handling",CAPITAL GOODS & MACHINERY,Pumps & Compressors,True,"Reclassified from legacy 'INDUSTRIAL MACHINERY / Pumps, Compressors & Fluid Handling' to clean economic model 'CAPITAL GOODS & MACHINERY / Pumps & Compressors'",HIGH
ROUTE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IT SERVICES,Enterprise Software & SaaS,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'IT SERVICES / Enterprise Software & SaaS',HIGH
ROXHITECH,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
ROYALARC,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Precision Machine Tools & Fasteners',HIGH
RPEL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Building Materials,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Building Materials',HIGH
RPGLIFE,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
RPOWER,OIL & GAS,Petrochemical Intermediates & Solvents,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
RPPINFRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RPPL,PAPER & PACKAGING,"Paper, Paperboard & Corrugated Cartons",PAPER & PACKAGING,Paperboard & Packaging Cartons,True,"Reclassified from legacy 'PAPER & PACKAGING / Paper, Paperboard & Corrugated Cartons' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons'",HIGH
RPSGVENT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
RPTECH,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IT SERVICES,Enterprise Software & SaaS,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'IT SERVICES / Enterprise Software & SaaS',HIGH
RRECL,REAL ESTATE,Residential Real Estate Developers,REAL ESTATE,Residential Real Estate,True,Reclassified from legacy 'REAL ESTATE / Residential Real Estate Developers' to clean economic model 'REAL ESTATE / Residential Real Estate',HIGH
RRIL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,REAL ESTATE,Residential Townships & Commercial REITs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'REAL ESTATE / Residential Townships & Commercial REITs',HIGH
RRKABEL,CONSUMER ELECTRICALS,Cables & Wires,DEFENCE & AEROSPACE,Defence Electronics & Radars,True,Reclassified from legacy 'CONSUMER ELECTRICALS / Cables & Wires' to clean economic model 'DEFENCE & AEROSPACE / Defence Electronics & Radars',HIGH
RSDFIN,NBFC & LENDING,Corporate & Specialized Lending NBFCs,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
RSL,STEEL,Stainless Steel & Special Alloys,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Stainless Steel & Special Alloys' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
RSSOFTWARE,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
RSWM,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
RSYSTEMS,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
RTNINDIA,IT SERVICES,Mid-Tier IT Services & Digital Consulting,SERVICES & MEDIA,Consumer Internet Platforms & Apps,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'SERVICES & MEDIA / Consumer Internet Platforms & Apps',HIGH
RTNPOWER,POWER,Regional Thermal & Hydro Generation,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
RTSPOWR,POWER,Regional Thermal & Hydro Generation,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
RUBFILA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
RUBICON,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
RUBYMILLS,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
RUCHINFRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RUCHIRA,PAPER & PACKAGING,"Paper, Paperboard & Corrugated Cartons",PAPER & PACKAGING,Paperboard & Packaging Cartons,True,"Reclassified from legacy 'PAPER & PACKAGING / Paper, Paperboard & Corrugated Cartons' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons'",HIGH
RUDRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
RULKA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Precision Machine Tools & Fasteners',HIGH
RUPA,TEXTILES,Branded Innerwear & Knitwear,TEXTILES,Innerwear & Athleisure,True,Reclassified from legacy 'TEXTILES / Branded Innerwear & Knitwear' to clean economic model 'TEXTILES / Innerwear & Athleisure',HIGH
RUSHIL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Plywood & Laminates,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Plywood & Laminates',HIGH
