symbol,company_name,sme_status,current_sector,current_industry,proposed_sector,proposed_industry,classification_confidence,change_required,reason,risk_score
GSMFOILS,GSMFOILS,SME,OIL & GAS,Refining & Petrochemicals,OIL & GAS,Refining & Petrochemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GSTL,GSTL,SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GURUNANAK,GURUNANAK,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HAPPY,HAPPY,SME,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HEALTHAXIS,HEALTHAXIS,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HEALTHY,HEALTHY,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HIGREEN,HIGREEN,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,RENEWABLE ENERGY,Solar PV & Green Hydrogen,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HOLMARC,HOLMARC,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HOMESFY,HOMESFY,SME,REAL ESTATE,Residential Real Estate,REAL ESTATE,Residential Real Estate,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HPTL,HPTL,SME,POWER,Thermal & Renewable Power Generation,POWER,Thermal & Renewable Power Generation,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HRHNEXT,HRHNEXT,SME,SERVICES & MEDIA,Business Process Management (BPM),SERVICES & MEDIA,Business Process Management (BPM),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
HVAX,HVAX,SME,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ICELCO,ICELCO,SME,CONSUMER DURABLES,Air Conditioners & Commercial HVAC,CONSUMER DURABLES,Air Conditioners & Commercial HVAC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
IDEALTECHO,IDEALTECHO,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
IEML,IEML,SME,SERVICES & MEDIA,Advertising & Digital Marketing,SERVICES & MEDIA,Advertising & Digital Marketing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INFINIUM,INFINIUM,SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INFLUX,INFLUX,SME,HEALTHCARE SERVICES,Tertiary Hospitals & Clinics,HEALTHCARE SERVICES,Tertiary Hospitals & Clinics,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INFOLLION,INFOLLION,SME,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INFRA,INFRA,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INNOMET,INNOMET,SME,METALS & FABRICATION,Metals & Fabrication,METALS & FABRICATION,Metals & Fabrication,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INSPIRE,INSPIRE,SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INTEGRITY,INTEGRITY,SME,CAPITAL MARKETS,Wealth Broking & Advisory,CAPITAL MARKETS,Wealth Broking & Advisory,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
INTERNET,INTERNET,NON_SME,PROFESSIONAL & CONSUMER SERVICES,Consumer Internet & Super Apps,PROFESSIONAL & CONSUMER SERVICES,Consumer Internet & Super Apps,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
IPHL,IPHL,SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ISHAN,ISHAN,SME,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
IT,IT,NON_SME,IT SERVICES,Tier-1 IT Services,IT SERVICES,Tier-1 IT Services,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ITALIANE,ITALIANE,SME,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ITTL,ITTL,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
IWARE,IWARE,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JAINIK,JAINIK,SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,COMMERCIAL TRADING,Commodity & Wholesale Trading,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JALAN,JALAN,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JAYBEE,JAYBEE,SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JAYESH,JAYESH,SME,METALS & FABRICATION,Ferro Alloys & Secondary Metals,METALS & FABRICATION,Ferro Alloys & Secondary Metals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JEYYAM,JEYYAM,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JFLLIFE,JFLLIFE,SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JIWANRAM,JIWANRAM,SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
JYOTIGLOBL,JYOTIGLOBL,SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
K2INFRA,K2INFRA,SME,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KALANA,KALANA,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KANDARP,KANDARP,SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,COMMERCIAL TRADING,Commodity & Wholesale Trading,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KARNIKA,KARNIKA,SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KATARIA,KATARIA,SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KAYTEX,KAYTEX,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KCEIL,KCEIL,SME,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KCK,KCK,SME,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KDL,KDL,SME,EMS & ELECTRONICS,Domestic Consumer Appliance EMS (AC/TV/Washing Machines),EMS & ELECTRONICS,Domestic Consumer Appliance EMS (AC/TV/Washing Machines),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KEN,KEN,SME,IT SERVICES,Enterprise Software & SaaS,IT SERVICES,Enterprise Software & SaaS,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KHFM,KHFM,SME,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KKJEWELS,KKJEWELS,SME,JEWELLERY,Gold Jewellery & Retail,JEWELLERY,Gold Jewellery & Retail,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KLL,KLL,SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KODYTECH,KODYTECH,SME,DATA CENTERS & CLOUD,AI Servers & Supercomputing Hardware,DATA CENTERS & CLOUD,AI Servers & Supercomputing Hardware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KONSTELEC,KONSTELEC,SME,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KONTOR,KONTOR,SME,REAL ESTATE,Commercial REITs & Malls,REAL ESTATE,Commercial REITs & Malls,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KORE,KORE,SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KRISHCA,KRISHCA,SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
KRMAYURVED,KRMAYURVED,SME,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
LAKSHYA,LAKSHYA,SME,MEDIA & ENTERTAINMENT,Film Theatres & Broadcast Media,MEDIA & ENTERTAINMENT,Film Theatres & Broadcast Media,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
LAMOSAIC,LAMOSAIC,SME,BUILDING MATERIALS,Plywood & Laminates,BUILDING MATERIALS,Plywood & Laminates,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
LICNFNHGP,LICNFNHGP,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
LLOYDS,LLOYDS,SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
LRRPL,LRRPL,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MACOBSTECH,MACOBSTECH,SME,FMCG & PERSONAL CARE,Personal Care & Soaps,FMCG & PERSONAL CARE,Personal Care & Soaps,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MADHAVBAUG,MADHAVBAUG,SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,HEALTHCARE SERVICES,Medical Clinics & Equipment,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MADHUSUDAN,MADHUSUDAN,SME,FOOD PROCESSING,Edible Oils & Vanaspati,FOOD PROCESSING,Edible Oils & Vanaspati,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MAGSON,MAGSON,SME,RETAIL,Grocery & Departmental Stores,RETAIL,Grocery & Departmental Stores,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MAHICKRA,MAHICKRA,SME,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MAHKTECH,MAHKTECH,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MAKS,MAKS,SME,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MANAV,MANAV,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MANDEEP,MANDEEP,SME,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MARC,MARC,SME,ELECTRICAL EQUIPMENT,Heavy Switchgear & Automation,ELECTRICAL EQUIPMENT,Heavy Switchgear & Automation,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MARCO,MARCO,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MASON,MASON,SME,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MAXPOSURE,MAXPOSURE,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,MEDIA & ENTERTAINMENT,Print Media & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MAXVOLT,MAXVOLT,SME,EMS & ELECTRONICS,PCB Assembly & Fabrication,EMS & ELECTRONICS,PCB Assembly & Fabrication,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MDL,MDL,SME,DEFENCE & AEROSPACE,Naval Combat Warships & Submarines,DEFENCE & AEROSPACE,Naval Combat Warships & Submarines,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MEDISTEP,MEDISTEP,SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,HEALTHCARE SERVICES,Medical Clinics & Equipment,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MEGAFLEX,MEGAFLEX,SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MEGATHERM,MEGATHERM,SME,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
METAL,METAL,NON_SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
METALIC,METALIC,SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MGSL,MGSL,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MHHL,MHHL,SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MIDSMALL,MIDSMALL,NON_SME,RETAIL,Specialty Retail Boutiques,RETAIL,Specialty Retail Boutiques,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MIEL,MIEL,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MILTON,MILTON,SME,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MMEL,MMEL,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MNC,MNC,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MOENERGY,MOENERGY,NON_SME,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MOOILGAS,MOOILGAS,NON_SME,OIL & GAS,Refining & Petrochemicals,OIL & GAS,Refining & Petrochemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MOS,MOS,SME,IT SERVICES,Enterprise Software & SaaS,IT SERVICES,Enterprise Software & SaaS,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MOSERVICE,MOSERVICE,NON_SME,SERVICES & MEDIA,Consumer Internet Platforms & Apps,SERVICES & MEDIA,Consumer Internet Platforms & Apps,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MOTOUR,MOTOUR,NON_SME,HOTELS & HOSPITALITY,Online Travel Agency (OTA) & Flight Booking,HOTELS & HOSPITALITY,Online Travel Agency (OTA) & Flight Booking,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MPEL,MPEL,SME,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MRIL,MRIL,SME,REAL ESTATE,Residential Townships & Commercial REITs,REAL ESTATE,Residential Townships & Commercial REITs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MUNISH,MUNISH,SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MVKAGRO,MVKAGRO,SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
MYMUDRA,MYMUDRA,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NAMAN,NAMAN,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NAMOEWASTE,NAMOEWASTE,SME,PROFESSIONAL & CONSUMER SERVICES,Staffing & Security Services,PROFESSIONAL & CONSUMER SERVICES,Staffing & Security Services,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NEOCHEM,NEOCHEM,SME,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NEPHROCARE,NEPHROCARE,SME,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NEPTUNE,NEPTUNE,SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NEWJAISA,NEWJAISA,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NFPSAMPOOR,NFPSAMPOOR,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NIDAN,NIDAN,SME,HEALTHCARE SERVICES,Diagnostic & Pathology Labs,HEALTHCARE SERVICES,Diagnostic & Pathology Labs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NIKITA,NIKITA,SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NIRMAN,NIRMAN,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
NRVANDANA,NRVANDANA,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
OBSCP,OBSCP,SME,SERVICES & MEDIA,Business Process Management (BPM),SERVICES & MEDIA,Business Process Management (BPM),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
OLIL,OLIL,SME,FOOD PROCESSING,Edible Oils & Vanaspati,FOOD PROCESSING,Edible Oils & Vanaspati,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ONDOOR,ONDOOR,SME,RETAIL,Grocery & Departmental Stores,RETAIL,Grocery & Departmental Stores,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
OPTIMYSTIX,OPTIMYSTIX,SME,MEDIA & ENTERTAINMENT,Television Broadcasting & OTT,MEDIA & ENTERTAINMENT,Television Broadcasting & OTT,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ORIANA,ORIANA,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,RENEWABLE ENERGY,Solar PV & Green Hydrogen,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
OSELDEVICE,OSELDEVICE,SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
OWAIS,OWAIS,SME,MINING & MINERALS,Industrial Minerals,MINING & MINERALS,Industrial Minerals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PARAGON,PARAGON,SME,FOOTWEAR,Sports & Athleisure Footwear,FOOTWEAR,Sports & Athleisure Footwear,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PARAMOUNT,PARAMOUNT,SME,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PARIN,PARIN,SME,CONSUMER DURABLES,Furniture & Mattresses,CONSUMER DURABLES,Furniture & Mattresses,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PARTH,PARTH,SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,COMMERCIAL TRADING,Commodity & Wholesale Trading,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PARTYCRUS,PARTYCRUS,SME,SERVICES & MEDIA,Advertising & Digital Marketing,SERVICES & MEDIA,Advertising & Digital Marketing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PATILAUTOM,PATILAUTOM,SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PCCL,PCCL,SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PELATRO,PELATRO,SME,IT SERVICES,Enterprise Software & SaaS,IT SERVICES,Enterprise Software & SaaS,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PENTAGON,PENTAGON,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PERFECT,PERFECT,SME,AUTO ANCILLARIES,Precision Powertrain Engine Components,AUTO ANCILLARIES,Precision Powertrain Engine Components,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PHANTOMFX,PHANTOMFX,SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PHOGLOBAL,PHOGLOBAL,SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,COMMERCIAL TRADING,Commodity & Wholesale Trading,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
POLYSIL,POLYSIL,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,RENEWABLE ENERGY,Solar PV & Green Hydrogen,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
POSITRON,POSITRON,SME,HEALTHCARE SERVICES,Diagnostic & Pathology Labs,HEALTHCARE SERVICES,Diagnostic & Pathology Labs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PPSL,PPSL,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PRAMARA,PRAMARA,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,MEDIA & ENTERTAINMENT,Print Media & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
PRAMODINI,PRAMODINI,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
