symbol,company_name,exchange,series,sme_status,sector,industry,primary_industry,secondary_sectors,secondary_industries,classification_source,classification_confidence,verification_status
SPIC,Southern Petrochemicals Industries Corporation  Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPLIL,SPL Industries Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPLPETRO,Supreme Petrochem Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPMLINFRA,SPML Infra Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPORTKING,Sportking India Limited,NSE,EQ,NON_SME,SHIPBUILDING & PORTS,Commercial Ports & Terminals,Commercial Ports & Terminals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPPPOLY,SPPPOLY,NSE,SM,SME,PAPER & PACKAGING,Flexible Packaging Films,Flexible Packaging Films,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPRL,SPRL,NSE,SM,SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SPUNWEB,SPUNWEB,NSE,SM,SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRD,Shankar Lal Rampal Dye-Chem Limited,NSE,EQ,NON_SME,CHEMICALS,Pigments & Dyes,Pigments & Dyes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SREEL,Sreeleathers Limited,NSE,EQ,NON_SME,FOOTWEAR,Footwear Retail Chains,Footwear Retail Chains,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRF,SRF Limited,NSE,EQ,NON_SME,CHEMICALS,Fluorochemicals,Fluorochemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRGHFL,SRG Housing Finance Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Housing Finance (HFC),Housing Finance (HFC),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRIKPRIND,Sri KPR Industries Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Plastic & CPVC Pipes,Plastic & CPVC Pipes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRIVASAVI,SRIVASAVI,NSE,ST,SME,CONSUMER ELECTRICALS,Wires & Cables,Wires & Cables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRM,SRM Contractors Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SRTL,Shree Ram Twistex Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SSEGL,SSEGL,NSE,SM,SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SSFL,SSFL,NSE,ST,SME,FINANCE & NBFC,Microfinance (MFI),Microfinance (MFI),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SSWL,Steel Strips Wheels Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STALLION,Stallion India Fluorochemicals Limited,NSE,BE,NON_SME,CHEMICALS,Fluorochemicals,Fluorochemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STANLEY,Stanley Lifestyles Limited,NSE,EQ,NON_SME,CONSUMER DURABLES,Furniture & Mattresses,Furniture & Mattresses,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STAR,Strides Pharma Science Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STARCEMENT,Star Cement Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STARPAPER,Star Paper Mills Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STARTECK,Starteck Finance Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STCINDIA,The State Trading Corporation of India Limited,NSE,EQ,NON_SME,LOGISTICS & SUPPLY CHAIN,3PL Logistics & Fleet Haulage,3PL Logistics & Fleet Haulage,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STEELCAS,Steelcast Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STEELCITY,Steel City Securities Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STEL,Stel Holdings Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STERTOOLS,Sterling Tools Limited,NSE,BE,NON_SME,AUTO ANCILLARIES,Precision Powertrain Engine Components,Precision Powertrain Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STLNETWORK,STL Networks Limited,NSE,EQ,NON_SME,TELECOM,Optical Fiber & Telecom Infrastructure,Optical Fiber & Telecom Infrastructure,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STLSTRINF,Steel Strips Infrastructures Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STLTECH,Sterlite Technologies Limited,NSE,BE,NON_SME,TELECOM,Optical Fibre Cables & Telecom Infra,Optical Fibre Cables & Telecom Infra,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STOVEKRAFT,Stove Kraft Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STRIDERS,STRIDERS,NSE,SM,SME,PROFESSIONAL & CONSUMER SERVICES,Staffing & Security Services,Staffing & Security Services,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STUDDS,Studds Accessories Limited,NSE,EQ,NON_SME,CEMENT,Integrated Grey Cement,Integrated Grey Cement,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STUDIOLSD,STUDIOLSD,NSE,SM,SME,MEDIA & ENTERTAINMENT,Television Broadcasting & OTT,Television Broadcasting & OTT,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STYL,Seshaasai Technologies Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STYLAMIND,Stylam Industries Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Plywood & Laminates,Plywood & Laminates,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STYLEBAAZA,Baazar Style Retail Limited,NSE,EQ,NON_SME,RETAIL,Specialty Retail Boutiques,Specialty Retail Boutiques,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
STYRENIX,Styrenix Performance Materials Limited,NSE,EQ,NON_SME,TYRES & RUBBER,Automotive Radial Tyres,Automotive Radial Tyres,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUBAHOTELS,SUBAHOTELS,NSE,SM,SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,Luxury Hotels & Resorts,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUBEXLTD,Subex Limited,NSE,EQ,NON_SME,IT SERVICES,Enterprise Software & SaaS,Enterprise Software & SaaS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUBROS,Subros Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Auto Air Conditioning & Thermal Systems,Auto Air Conditioning & Thermal Systems,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUDARCOLOR,Sudarshan Colorants India Limited,NSE,EQ,NON_SME,CHEMICALS,Pigments & Dyes,Pigments & Dyes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUDARSCHEM,Sudarshan Chemical Industries Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUDEEPPHRM,Sudeep Pharma Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUKHJITS,Sukhjit Starch & Chemicals Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SULA,Sula Vineyards Limited,NSE,EQ,NON_SME,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,IMFL Spirits & Distilleries,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUMEDHA,Sumedha Fiscal Services Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Wealth Broking & Advisory,Wealth Broking & Advisory,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUMEETINDS,Sumeet Industries Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUMICHEM,Sumitomo Chemical India Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUMIT,Sumit Woods Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUMMITSEC,Summit Securities Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUN-RE,SUN-RE,NSE,ST,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,Solar PV & Green Hydrogen,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNCLAY,Sundaram Clayton Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,Auto Castings & Heavy Forgings,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNDARAM,Sundaram Multi Pap Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNDARMFIN,Sundaram Finance Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Vehicle Finance,Vehicle Finance,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNDRMBRAK,Sundaram Brake Linings Limited,NSE,BE,NON_SME,AUTO ANCILLARIES,Auto Braking & Suspension,Auto Braking & Suspension,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNDRMFAST,Sundram Fasteners Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Powertrain Engine Components,Precision Powertrain Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNDROP,Sundrop Brands Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Edible Oils & Vanaspati,Edible Oils & Vanaspati,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNFLAG,Sunflag Iron And Steel Company Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNLITE,SUNLITE,NSE,SM,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,Solar PV & Green Hydrogen,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNLOC,Sunil Healthcare Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,Healthcare; Healthcare,Specialty Dermatology & Opthalmology; Active Pharmaceutical Ingredients,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNRAKSHAK,Sunrakshakk Industries India Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNREST,SUNREST,NSE,SM,SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNSHIEL,Sunshield Chemicals Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNTECH,SUNTECH,NSE,ST,SME,EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,Printed Circuit Boards (PCBA) & Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNTECK,Sunteck Realty Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUNTV,Sun TV Network Limited,NSE,EQ,NON_SME,MEDIA & ENTERTAINMENT,Television Broadcasting & OTT,Television Broadcasting & OTT,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPERHOUSE,Superhouse Limited,NSE,EQ,NON_SME,FOOTWEAR,Sports & Athleisure Footwear,Sports & Athleisure Footwear,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPERSPIN,Super Spinning Mills Limited,NSE,BE,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPRAJIT,Suprajit Engineering Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPREME,Supreme Holdings & Hospitality (India) Limited,NSE,EQ,NON_SME,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,Hospitals & Healthcare Chains,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPREMEENG,Supreme Engineering Limited,NSE,BZ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPREMEIND,Supreme Industries Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Plastic & CPVC Pipes,Plastic & CPVC Pipes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPREMEINF,Supreme Infrastructure India Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPREMEPWR,SUPREMEPWR,NSE,SM,SME,ELECTRICAL EQUIPMENT,Power & Distribution Transformers,Power & Distribution Transformers,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPRIYA,Supriya Lifescience Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUPTANERY,Super Tannery Limited,NSE,EQ,NON_SME,FOOTWEAR,Sports & Athleisure Footwear,Sports & Athleisure Footwear,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURAJEST,Suraj Estate Developers Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURAJLTD,Suraj Limited,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURAKSHA,Suraksha Diagnostic Limited,NSE,EQ,NON_SME,HEALTHCARE SERVICES,Diagnostic & Pathology Labs,Diagnostic & Pathology Labs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURANASOL,Surana Solar Limited,NSE,EQ,NON_SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,Solar PV & Green Hydrogen,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURANAT&P,Surana Telecom and Power Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURANI,SURANI,NSE,SM,SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURYALA,Suryalata Spinning Mills Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURYALAXMI,Suryalakshmi Cotton Mills Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURYAROSNI,Surya Roshni Limited,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SURYODAY,Suryoday Small Finance Bank Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUTLEJTEX,Sutlej Textiles and Industries Limited,NSE,BE,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUVEN,Suven Life Sciences Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,CDMO & Sterile Injectables,CDMO & Sterile Injectables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUVIDHAA,Suvidhaa Infoserve Limited,NSE,EQ,NON_SME,SERVICES & MEDIA,Consumer Internet Platforms & Apps,Consumer Internet Platforms & Apps,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUYOG,Suyog Telematics Limited,NSE,EQ,NON_SME,TELECOM,Optical Fiber & Telecom Infrastructure,Optical Fiber & Telecom Infrastructure,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SUZLON,Suzlon Energy Limited,NSE,EQ,NON_SME,RENEWABLE ENERGY,Wind Turbines & Wind Energy,Wind Turbines & Wind Energy,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SVGLOBAL,S V Global Mill Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Townships & Commercial REITs,Residential Townships & Commercial REITs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SVLL,Shree Vasu Logistics Limited,NSE,BE,NON_SME,LOGISTICS & SUPPLY CHAIN,3PL Logistics & Fleet Haulage,3PL Logistics & Fleet Haulage,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWANCORP,SWAN CORP LIMITED,NSE,EQ,NON_SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,Commodity & Wholesale Trading,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWANDEF,Swan Defence and Heavy Industries Limited,NSE,BE,NON_SME,DEFENCE & AEROSPACE,Precision Defence Machining,Precision Defence Machining,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWARAJ,Swaraj Suiting Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWARAJENG,Swaraj Engines Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWARNSAR,Swarnsarita Jewels India Limited,NSE,EQ,NON_SME,JEWELLERY,Gold Jewellery & Retail,Gold Jewellery & Retail,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWASTIK,SWASTIK,NSE,ST,SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWELECTES,Swelect Energy Systems Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWIGGY,Swiggy Limited,NSE,EQ,NON_SME,E-COMMERCE & QUICK COMMERCE,Food Delivery & Quick Commerce,Food Delivery & Quick Commerce,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWISSMLTRY,Swiss Military Consumer Goods Limited,NSE,EQ,NON_SME,CONSUMER DURABLES,Luggage & Travel Gear,Luggage & Travel Gear,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SWSOLAR,Sterling and Wilson Renewable Energy Limited,NSE,EQ,NON_SME,RENEWABLE ENERGY,Green Energy Generation (IPP),Green Energy Generation (IPP),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYLVANPLY,SYLVANPLY,NSE,SM,SME,BUILDING MATERIALS,Plywood & Laminates,Plywood & Laminates,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYMPHONY,Symphony Limited,NSE,EQ,NON_SME,CONSUMER DURABLES,Air Conditioners & Commercial HVAC,Air Conditioners & Commercial HVAC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYNCOMF,Syncom Formulations (India) Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYNGENE,Syngene International Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,CDMO & Sterile Injectables,CDMO & Sterile Injectables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYRMA,Syrma SGS Technology Limited,NSE,EQ,NON_SME,EMS & ELECTRONICS,Commercial & Industrial Electronics EMS,Commercial & Industrial Electronics EMS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYSTANGO,SYSTANGO,NSE,SM,SME,IT SERVICES,Enterprise Software & SaaS,Enterprise Software & SaaS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
SYSTMTXC,Systematix Corporate Services Limited,NSE,BE,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TAALTECH,Taal Tech Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TAC,TAC,NSE,ST,SME,IT SERVICES,Enterprise Software & SaaS,Enterprise Software & SaaS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE,EQ,NON_SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,Luxury Hotels & Resorts,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TAKE,TAKE Limited,NSE,EQ,NON_SME,IT SERVICES,Healthcare & Life Sciences Tech,Healthcare & Life Sciences Tech,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TALBROAUTO,Talbros Automotive Components Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TAMBOLIIN,Tamboli Industries Limited,NSE,BE,NON_SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,Precision Machine Tools & Fasteners,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
TANAA,Taneja Aerospace & Aviation Limited,NSE,EQ,NON_SME,AVIATION,Passenger Airlines,Passenger Airlines,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
